label,text
Diarrhea,"It all started yesterday with a moderate fever and extreme tiredness. The muscle aches are intense, especially in my back and legs. I have a headache and a dry, hacking cough. I have felt nauseous but have had no vomiting and, importantly, no loose stools."
Diarrhea,"I've been feeling awful for the past two days. It came on abruptly with a fever, chills, and profound fatigue. My body aches all over, and I have a sore throat and a dry cough. My stomach has been fine, with no cramping or diarrhea."
Diarrhea,"For the past four days, I've had a deep cough that brings up thick, yellow phlegm. I've also had a fever and feel short of breath, even when resting. It hurts to take a deep breath. My stomach has been fine, though; I haven't had any loose stools."
Diarrhea,"It started as a cold about a week ago, but for the last three days, it's gotten much worse. I have a moderate fever, chills, and a cough that produces greenish mucus. I'm having trouble breathing, and there's a sharp pain in my chest when I cough. My bowel movements are normal and formed."
Diarrhea,I've been feeling very weak and have had a persistent cough for five days. I'm coughing up rust-colored sputum. I have a fever and it's become difficult to catch my breath. I want to be clear that I have not had any diarrhea or stomach problems.
Diarrhea,"Over the last two days, I've developed a bad cough with a lot of phlegm. I'm running a fever and feel breathless just walking to the kitchen. There is a stabbing pain on the right side of my chest when I breathe in. I have had no loose or watery bowel movements."
Diarrhea,"I have had a fever and a rattling cough for about three days. I feel exhausted and am bringing up a lot of thick mucus. It's also a bit hard to breathe. My appetite is poor, but my stomach is not upset and I have not had any loose stools."
Diarrhea,"This cough has been getting worse for a week. Now I have a fever, and I'm coughing up yellow stuff. I feel very short of breath, and my chest hurts when I take a full breath. I haven't had any issues with my bowels; they are regular and not loose."
Diarrhea,"For the past few days, I've been extremely tired, with a fever and a deep, productive cough. It's a struggle to breathe, and I get a sharp pain in my side with each breath. I have no gastrointestinal symptoms to report, specifically no diarrhea."
Diarrhea,"I started with a fever and a cough three days ago. The cough is now bringing up thick, green phlegm, and I feel winded all the time. My chest feels tight and painful. I can confirm my bowel movements are normal; only went once today with formed stool."
Diarrhea,I've been sick for about five days. It's mainly a moderate fever and a terrible cough that produces a lot of mucus. I'm also experiencing shortness of breath and a sharp pain when I try to breathe deeply. I have not had any loose stools or stomach cramps.
Diarrhea,"A cough started a few days ago and has now become very deep and wet. I have a fever and feel like I can't get enough air. My chest hurts with every cough. I have had no change in my bowel habits, no watery stools at all."
Diarrhea,"It started three days ago with a moderate fever, a runny nose, and a bad cough. My eyes have been red and watery. This morning, I noticed a red, blotchy rash starting on my face and behind my ears. I haven't had any stomach problems or any loose stools."
Diarrhea,"For the last four days, I've felt miserable with a fever, constant sneezing, and a hacking cough. My eyes are very sensitive to light. A rash appeared on my forehead yesterday and is now spreading down my neck. My bowel movements have been completely normal and formed."
Diarrhea,"I had a fever, runny nose, and cough for a couple of days. Then, yesterday, a red rash started on my hairline and is moving down my body. My eyes are also very red and irritated. I want to be clear that I have not experienced any diarrhea."
Diarrhea,"This began with a fever and what felt like a bad coldâ€”runny nose and a cough. That was three days ago. Now, a rash has broken out all over my face and is spreading downwards. My eyes are pink and watery. I have had no loose or watery bowel movements."
Diarrhea,"I've had a moderate fever, a barky cough, and a stuffy nose for four days. My eyes are red and have been watering a lot. A spotty red rash showed up on my face this morning and seems to be spreading. My stomach is fine; no urgent trips to the bathroom."
Diarrhea,"The first symptoms were a fever, cough, and runny nose about three days ago. My eyes became very red and sore. Yesterday, the rash started around my ears and on my face. I can confirm that my bowel habits have not changed and are not loose."
Diarrhea,"I felt like I had a bad cold for a few days, with a fever, cough, and runny nose. Then a rash appeared on my face and is now on my chest. My eyes are also very irritated and watery. I have not had any diarrhea."
Diarrhea,"It started with a fever of 103Â°F, a runny nose, and a persistent cough. This lasted for about two days. Now I have a red rash that began on my face and is spreading down. My eyes are red and sensitive. I have had no loose stools whatsoever."
Diarrhea,"I've had a cough, runny nose, and fever for three days. My eyes are also red and watery. A rash started on my face yesterday and is now on my torso. My stomach has been completely fine, with no diarrhea."
Diarrhea,"A few days ago, I developed a fever, cough, and my nose started running. Then my eyes got red. Today, a rash has appeared on my face and neck. I have not had any watery stools or any other stomach issues."
Diarrhea,"For over a week now, I've had a fever that keeps getting higher each day. I have a constant dull headache at the front of my head and feel incredibly tired. I have no appetite and some mild abdominal pain. My bowels have been very sluggish; I've only gone twice in the last four days, and the stool was hard."
Diarrhea,"I've been feeling unwell for about ten days. It started with a moderate fever that has slowly climbed. I have a bad headache, feel completely exhausted, and have some pain in my stomach area. I haven't been hungry at all. I have not had any loose stools; in fact, I've been more constipated than usual."
Diarrhea,"This illness has been going on for at least a week. I have a persistent moderate fever, a headache that won't go away, and I'm so weak I can barely get up. My abdomen is tender and I have no desire to eat. My bowel movements have been infrequent, maybe every other day, and definitely not loose."
Diarrhea,"I have had a steady fever for eight days now, which seems to be worse in the evenings. I feel extremely fatigued and have a nagging frontal headache. I've also had some generalized stomach pain. I want to stress that I have not had any watery stools; if anything, my bowels are moving less often."
Diarrhea,"About a week and a half ago, I started feeling sick with a fever that has gradually increased. I'm exhausted, have a constant headache, and my stomach hurts. I haven't eaten much at all. I have not had to run to the bathroom; my stools are formed and I only go once every couple of days."
Diarrhea,"I've been sick for nine days with a high, unrelenting fever. The fatigue is profound, and I have a headache that is always there. My abdomen feels sore and bloated. I have not had any diarrhea. My bowel movements are very infrequent."
Diarrhea,My fever started low about a week ago and has been getting a little higher every day. I feel incredibly weak and have a persistent headache. I've also had some stomach pain and have not felt like eating. I can confirm I have not had any loose stools.
Diarrhea,"For the last eight days, I've been dealing with a continuous fever, extreme tiredness, and a headache located in my forehead. My stomach has been bothering me with some pain. My bathroom habits have been the opposite of diarrhea; I've been quite constipated."
Diarrhea,"I've had a fever that has been slowly rising for over a week. I feel completely drained of energy, have a bad headache, and no appetite. There is a dull ache in my abdomen. I have not had any loose or watery bowel movements at all."
Diarrhea,"This has been going on for about 12 days. A fever that won't break, a severe headache, and I'm so tired I can't function. My stomach hurts, and I have zero interest in food. My bowels are not loose; I've only had a bowel movement every two to three days, and it's been normal consistency."
Typhoid,"A constant high fever has been present for 12 days, initiating at 100.8°F and now at 104.2°F. I have an intense frontal headache and significant pain in my lower abdomen. I am experiencing extreme fatigue with a complete loss of appetite. Recently, I have been feeling confused and disoriented."
Typhoid,"A constant high fever ranging between 100.8°F and 103.8°F has persisted for the last 11 days. I have a severe frontal headache and my lower right abdomen is significantly tender. After being constipated for the first four days, I began experiencing loose, watery stools on day seven. I have not eaten in days due to complete appetite loss, and I feel too weak to stand or walk."
Typhoid,"A fever started 13 days ago, rising from 101.5°F to a high of 104.5°F. I am suffering from a severe, constant frontal headache and intense pain in my lower abdomen. I am completely exhausted with no appetite. Around the tenth day, small pink spots appeared on my abdomen, and my pulse seems slower than usual."
Typhoid,"A fever that began at 100.1°F has steadily climbed to 103.3°F over the last nine days. I have a severe, pounding headache across my forehead. Profound weakness limits my mobility, and I have had no appetite for nearly a week. My lower abdomen has been cramping, and following a period of constipation, I have had loose stools for the last four days. A mild, dry cough is also present."
Typhoid,"A fever that began at 100.2°F has continued for seven days and has now reached 102.8°F. I have a persistent headache in the front of my head accompanied by abdominal tenderness. Significant weakness has set in, and I have completely lost my appetite. I have been constipated for the last several days."
Typhoid,"A fever that started 10 days ago has climbed from 100.2°F to 103.8°F. I experienced constipation initially, but for the last three days, I have had continuous loose stools. I have a splitting frontal headache and feel disabling weakness. I cannot retain food and my abdomen feels uncomfortably full and painful."
Typhoid,"A fever that started at 100.6°F nine days ago has now reached 103.3°F. I am battling a severe headache concentrated in my forehead and distinct pain in my lower abdomen. I feel incredibly weak and have had no desire to eat. After a period of constipation, I began having loose bowel movements on the seventh day."
Typhoid,"A high fever has persisted for ten days, starting at 100.9°F and now reading 103.4°F. I have a constant frontal headache and substantial abdominal pain. Severe weakness makes movement difficult, and my appetite has completely disappeared. For the first five days, I was constipated, but this has now transitioned to loose stools."
Typhoid,"A high fever that started at 101°F has continued for seven days and has now reached 102.5°F. I have a persistent headache in the front of my head and a distinct ache in my lower abdomen. I am extremely exhausted, have absolutely no appetite, and have been unable to pass a stool for the last few days."
Typhoid,"A high fever has affected me for thirteen days, progressively worsening from 101.5°F to a persistent 104.7°F. I have an intense frontal headache and my lower abdomen is extremely painful and tender. I am confined to bed due to weakness and have a complete loss of appetite. During the second week, pink spots that blanch when pressed appeared on my abdomen and chest, and I am frequently confused."
Typhoid,"A sustained high fever has persisted for 10 days, increasing from 101°F to 103.9°F. I have a severe headache in my forehead and significant pain in my lower abdomen. I feel completely weakened with no appetite. For the past few days, I have also been feeling confused and disoriented."
Typhoid,"A persistent fever has been present for six days, rising from 99.6°F to 101.1°F. Accompanying this is a mild frontal headache and noticeable fatigue. My appetite has vanished completely, and I have some tenderness in my abdomen."
Typhoid,"A progressively rising fever has been ongoing for 12 days, starting at 101°F and reaching 104.8°F. I am suffering from a relentless frontal headache and severe pain in the Right Lower Quadrant (RLQ) of my abdomen. The weakness is profound, and I have no desire to eat. In the second week of illness, small pink spots appeared on my chest, and I am experiencing some confusion."
Typhoid,"A seven-day fever that started at 100.1°F has now climbed to 102.7°F. I have a persistent frontal headache and mild abdominal discomfort. A feeling of great weakness is present along with a loss of appetite. For the past five days, I have been constipated."
Typhoid,"A fever began a week ago at 99.5°F and has risen to 102.8°F, increasing at night. I have a persistent headache behind my eyes and tenderness in my lower abdomen when pressure is applied. I am experiencing extreme fatigue and a complete inability to eat. I have been constipated for five days."
Typhoid,"A fever started a week ago at 99.5°F and has reached 102.8°F, spiking nightly. I have a relentless headache behind my eyes and tenderness in my lower abdomen upon palpation. I am suffering from exhaustion and cannot eat anything. I have been constipated for five days."
Typhoid,"A fever started a week ago at 100°F and has climbed steadily to 102.7°F. I have a pounding headache across my forehead and mild discomfort in my lower abdomen. Profound weakness has set in, and my appetite is significantly reduced. Throughout the illness, I have been severely constipated."
Typhoid,A fever began a week ago at 99.3°F and has progressively worsened to 101.9°F. I have a constant frontal headache and my lower abdomen is painful upon pressure. I feel fatigued and my appetite is diminished. I have been constipated for the past four days.
Typhoid,"A fever showing a step-ladder pattern has been present for seven days, rising from 100.4°F to 102.7°F. I have unrelenting pressure across my forehead and a complete loss of appetite. After being constipated for the first week, I have had persistent loose stools since day seven. My abdomen feels bloated and painful, and I am exhausted."
Typhoid,"A fever has continued to climb for the past seven days, rising from 99.9°F to 103.7°F. I have a throbbing headache in my forehead and severe tenderness in my lower abdomen, specifically the Right Lower Quadrant (RLQ). I cannot tolerate food, and after being constipated for the first week, I began experiencing diarrhea on day eight."
Typhoid,"I have been suffering from a relentless high fever for the past ten days, progressing from 99.9°F to 104.1°F. This fever is accompanied by a constant throbbing headache across my forehead and significant tenderness in my lower right abdomen (RLQ). I am completely bedbound due to extreme weakness. I have had a complete inability to eat solid food for over a week. On day nine, I noticed tiny pink spots on my chest, and despite the high fever, my pulse feels notably slow."
Typhoid,"For the past week, I have experienced a gradually rising fever, starting at 99.5°F and reaching 102°F. Alongside this fever, I have a persistent frontal headache and a complete loss of appetite. I feel physically drained, and there is mild tenderness in my abdomen, though the pain is not severe."
Typhoid,"My primary symptom is a fever that began at 99.7°F one week ago and has risen to 101.9°F. I am experiencing a persistent headache focused on my forehead and distinct tenderness in the lower right quadrant of my abdomen. My appetite is completely gone, and I am suffering from significant physical weakness."
Typhoid,"I have had a continuous high fever for eight days, starting at 100.2°F and climbing to 103.1°F. This is accompanied by a severe headache across my forehead and noticeable cramping in my lower abdomen. I have no appetite at all and feel too weak to walk comfortably. I experienced a change in bowel habits, with watery stools present since the fifth day of the illness."
Typhoid,"I present with a fever that has risen from 99.5°F to 101.9°F over the last six days. I have a moderate, persistent frontal headache and a mild ache in my lower abdomen. While I can still move around, I feel tired and weak. My appetite has decreased significantly, allowing me to eat only small portions, and I have been constipated for the past two days."
Typhoid,"I have been battling a high fever for ten days, which began at 101.1°F and is now sustained at 104°F. This is associated with a severe, relentless headache at the front of my head and pain concentrated in the lower right quadrant of my abdomen. I have experienced a complete loss of appetite and constipation for the last few days. Additionally, my pulse feels slower than expected given the intensity of the fever."
Typhoid,"Following a trek nine days ago, I developed a fever that progressed from 99.8°F to 103.5°F. I am suffering from unbearable pressure across my forehead and tenderness in my lower abdomen, specifically on the right side. My appetite was lost completely on the fifth day. I was constipated for the first six days, but this has transitioned to constant watery stools. I also noted that my pulse is relatively slow despite the high fever."
Typhoid,"I have had a persistent fever for thirteen days, starting at 100.6°F and reaching 103.8°F this evening. The fever is accompanied by a relentless pounding headache in my forehead and exquisite tenderness in my lower abdomen. I am experiencing extreme fatigue and a total lack of appetite. My bowel movements shifted from severe constipation during the first seven days to frequent watery stools. On day ten, a pink rash appeared on my abdomen, and I am feeling disoriented, unable to even recall recent conversations."
Typhoid,"I report a continuous fever lasting 11 days, ranging from 99.6°F to 102.7°F. Accompanying symptoms include a painfully bloated stomach and a persistent dull ache in the front of my head. The weakness is debilitating, and I have suffered a complete loss of appetite, unable to eat anything."
Typhoid,"I have sustained an 11-day high fever, rising from an initial 101.3°F to 104.1°F. I am experiencing an intense frontal headache and significant pain in my lower abdomen. I am physically exhausted with a complete lack of appetite. Additionally, small pink spots appeared on my chest around the ninth day of the illness."
Typhoid,"I have presented with an ongoing high fever fluctuating between 100.5°F and 103.4°F for the past 11 days. I experienced constipation for the first few days, and my stomach feels painfully bloated. I have a constant, dull ache across my forehead and behind my eyes. I have zero appetite due to nausea and feel too exhausted to leave my bed."
Typhoid,"I am currently on day 12 of a severe illness characterized by a fever that began at 100.1°F and has stagnated at 104°F. A throbbing frontal headache persists, along with a bruised sensation in my abdomen, particularly on the right side. I have had no appetite for the past five days. This morning, I observed salmon-colored spots on my stomach. I am experiencing confusion, evidenced by forgetting my keys multiple times, and my pulse is notably slow at 58 beats per minute."
Typhoid,"I have had a fever for nine days, escalating from 100°F to 103.5°F. The pain in my forehead is severe, preventing clear thought. I have significant soreness in my abdomen, localized to the right side, and extreme weakness. I have not eaten in days due to a complete loss of appetite. My bowel habits have changed from constipation during the first week to constant loose stools recently."
Typhoid,"I have been ill for a week with a fever that progressed from 100.3°F to 102.9°F. I am suffering from a splitting headache in the front of my head and significant abdominal tenderness upon touch. I am experiencing confusion and memory lapses, such as forgetting my PIN code. I am extremely fatigued and have been constipated, having had no bowel movement since Thursday."
Typhoid,"Beginning eight days ago with a temperature of 100°F, my fever has progressively climbed to 103.2°F. A severe and constant headache is concentrated on my forehead. I am experiencing significant tenderness and cramping in my lower abdomen. The weakness and fatigue are extreme, leaving me barely able to perform basic activities. I have lost my appetite entirely. For the first five days I was constipated, but that has now shifted to loose stools."
Typhoid,"I have had a continuous high fever for 12 days, rising from 100.7°F to 104.3°F. I am confined to bed due to profound weakness and have had a complete inability to eat for several days. I am suffering from an unbearable pressure headache in the front of my head and soreness in my stomach, particularly on the right side. Several days ago, I noticed small pink spots on my chest."
Typhoid,"I have experienced a fever for 12 days, starting at 99°F and persisting at a high of 103.8°F. I am suffering from extreme fatigue and a severe headache characterized by pressure behind my eyes. My appetite is significantly diminished, and I have not eaten properly in days. My stomach is tender, particularly on the right side, and I have had episodes of loose stools since day 7."
Typhoid,"I have had a relentless fever for eleven days, increasing from 100.5°F to 104.2°F. I have a persistent frontal headache and soreness in the lower right quadrant of my abdomen. On day ten, I observed small pink marks on my stomach that blanch upon pressure. I am extremely weak and unable to eat. Additionally, I have noticed that my heart rate feels disproportionately slow relative to the high fever."
Typhoid,"I am on day 10 of an illness marked by a fever that has risen from 101.1°F to 104.1°F. I am bedbound and experiencing significant confusion, evidenced by asking for directions to my own home while in bed. My forehead is pounding, and my abdomen feels firm and tender. I have had no appetite for five days. Pink spots appeared on my body yesterday, and I have noted a slow pulse of 58 beats per minute."
Typhoid,"I present with a fever that has persisted for nine days, progressing from 100.8°F to 102.8°F. I have constant pressure across my forehead and soreness in the right side of my lower abdomen. My appetite is completely absent. My bowel movements were constipated for the first week, but I transitioned to diarrhea around day 8."
Typhoid,"I have had a high fever for 13 days, rising from 100.2°F to 104.6°F, accompanied by extreme exhaustion. A severe pressure is present in my forehead, and I have significant soreness in my abdomen, particularly in the right side. I have had a complete inability to eat for nine days. I have become confused and disoriented, at times speaking to relatives who have passed away. On day 12, a pink rash appeared on my chest. I also have a slow pulse of 54 bpm and painful swelling in the liver area."
Typhoid,"I have been experiencing a continuous fever for 9 days, starting at 100.7°F and reaching 103.8°F today, which has caused profound weakness. I have significant pain in my lower abdomen, specifically on the right side. A pounding headache is present in my forehead and temples. I have had no appetite since day 5. My bowel habits have shifted; I was constipated for several days, but yesterday this changed to frequent loose stools."
Typhoid,"For the past seven days, I have had a persistent fever ranging from 100°F to 102.5°F. I am suffering from a complete loss of appetite and a constant headache in the front of my head. I feel significant fatigue that makes daily activities difficult. My lower abdomen is sore and painful. Additionally, I have been constipated since these symptoms began."
Typhoid,"I have been suffering from a fever for 11 days, which has risen from 100.9°F to 104.3°F. This is accompanied by profound weakness and a relentless headache in the front of my head. I have experienced confusion, evidenced by forgetting my own address twice today. I have severe tenderness in the lower right part of my abdomen. My appetite has been absent since day 4, and I observed pink spots on my belly on day 9."
Typhoid,"Over the last seven days, my temperature has steadily increased from 99.7°F to 102.3°F. I have a continuous headache across my forehead and a persistent dull ache in my lower abdomen. I am experiencing profound weakness and a very low appetite, requiring effort to eat even small amounts. It has also been three days since my last bowel movement."
Typhoid,"For the past 9 days, I have had a rising fever, progressing from 100.3°F to 103.5°F. This is accompanied by a constant, dull ache across my forehead and moderate pain in my lower stomach. I feel utterly drained and have no interest in eating. My bowel movements have changed; I was constipated for the first four days, but I am now experiencing loose stools."
Typhoid,"I have had a progressive fever for the past nine days, starting at 100°F and reaching 103.8°F today. There is severe pain and pressure across my forehead. My abdomen is tender, with the sensitivity most pronounced in the lower right side. I am experiencing complete exhaustion and have no desire to eat. My bowel pattern switched from constipation in the early stages to watery stools now."
Typhoid,"I have been running a constant high fever for eight days, fluctuating between 100.9°F and 102.8°F, accompanied by profound fatigue. There is relentless pressure across my forehead, and I have absolutely no appetite. My abdomen feels painfully bloated. After being constipated for the first four days, I developed persistent loose stools on the seventh day."
Typhoid,"My temperature has gradually risen over the past eight days, starting at 100°F and reaching 103.1°F. I have a severe, persistent headache centered on my forehead. I am experiencing significant cramping and tenderness in my lower abdomen. I feel deeply weak, and my desire for food has completely disappeared. I was constipated for the first five days, but this has now transitioned to episodes of diarrhea."
Typhoid,"I have had a fever for eight days, increasing from 100.4°F to 103.2°F. I am experiencing significant weakness and a constant headache in the front of my head. My lower abdomen is very tender to the touch. I have a complete loss of appetite. During the first half of the illness, I was constipated, but my stools have now become loose."
Typhoid,"I have been struggling with a fever for eight days, which started at 99.5°F and is now 103°F. I have a severe headache in the front of my head and cramping with significant pain in my lower stomach. I feel extremely weak and have zero appetite. I was constipated for the first few days, but the symptoms have since switched to diarrhea."
Typhoid,"I have been running a fever for eight days, rising from 100°F to 103°F. The pain in the front of my head is severe and persistent. My lower abdomen hurts and feels sore. I am experiencing significant weakness and fatigue. I have an inability to eat and a loss of appetite. I was previously constipated, but diarrhea started yesterday."
Typhoid,"I have been sick for eight days with a fever that began at 99.8°F and reached 102.8°F tonight. I have a constant headache in the front of my head and tenderness in my lower stomach area. I have no energy and lost my appetite around day 4. I am also experiencing severe constipation, having had no bowel movements for six days."
Typhoid,"I have had a fever for eight days, with my temperature rising from 100.3°F to 103.1°F. I feel extremely exhausted and have a non-stop headache. I am not eating due to a loss of appetite, and my abdomen is very tender. I was constipated at the onset, but I have experienced loose stools since day 7."
Typhoid,"I have been maintaining a high fever for the past eleven days, ranging from 100.2°F to 103.0°F. This began with a complete loss of appetite. Yesterday, I observed faint pink spots on my stomach. I was constipated for the first four days, which turned into diarrhea on the seventh day. I have a deep ache in my lower abdomen, relentless pressure across my forehead, and extreme exhaustion."
Typhoid,"I have been suffering from a fever for 11 days, escalating from 101.2°F to 104.4°F. I am profoundly weak and unable to function independently. A throbbing headache is present in my forehead, and I find food completely repulsive. My lower abdomen is extremely painful and tender. I was constipated for the first five days, but since day 6, I have had watery diarrhea. On day 9, pink spots appeared on my chest, and I have noted that my heart rate feels slow despite the high fever."
Typhoid,"For the last eight days, my fever has increased nightly, going from 100.5°F to 103.4°F. I have a severe, throbbing headache located in the front of my head. My lower abdomen is tender and cramping. I feel incredibly exhausted and my appetite is completely gone. I was constipated for the first four days, but this has now changed to loose stools."
Typhoid,"I have had a gradually rising temperature for ten days, increasing from 99.8°F to a persistent 103.7°F. I am experiencing constant pressure behind my eyes and across my forehead, and my abdomen feels tight and painful. I have had a complete loss of appetite. The exhaustion is overwhelming. Yesterday, I noticed a rash of pink dots appearing on my torso."
Typhoid,"I have had a fever for 13 days, starting at 100.6°F and reaching 103.7°F tonight. I have a persistent pounding headache in the front of my head. The lower part of my abdomen is very painful. I have a complete aversion to food. For the first week I was constipated, but throughout the second week, I have had constant diarrhea. I have been experiencing memory issues and confusion. A pink rash appeared on my stomach on day 11."
Typhoid,"I have been experiencing a constant high fever for 10 days, which rose from 100.6°F to 103.7°F. I have a deep ache in my lower abdomen and a pounding headache in my forehead. I have absolutely no desire to eat and feel too weak to stand. Initially, I was constipated, but since day 8, I have had diarrhea."
Typhoid,"I have a progressive fever that started at 100°F five days ago and has now risen to 102.5°F. Alongside this fever, I am experiencing a pounding frontal headache and significant fatigue that limits my mobility. I have no interest in food. For the last three days, I have felt aching pain in the lower right part of my abdomen."
Typhoid,"My primary symptom is a fever that began at 99.5°F five days ago and has slowly risen to 101.5°F. I have a mild but persistent headache stretching across my forehead and tenderness in my lower abdomen. While I feel tired and weak, I remain mobile. My desire to eat is significantly less than usual, and I have been unable to have a bowel movement for the last three days."
Typhoid,"For 10 days, I have presented with a steadily rising fever, going from 100.5°F to 103.1°F. Associated symptoms include a splitting frontal headache and severe tenderness in the lower right part of my abdomen. I have a complete inability to eat and profound fatigue that restricts movement. My bowel habits shifted from constipation for the first four days to loose, watery stools starting on day six."
Typhoid,"For 11 days, my temperature has been consistently rising, starting at 100.2°F and reaching 103.8°F. This high fever is accompanied by a severe headache in my forehead and debilitating weakness that makes walking almost impossible. I have a complete lack of appetite. My lower abdomen is very tender and painful, and I have been constipated for the past six days. I also note a mild, dry cough."
Typhoid,"I have a progressively worsening fever that has persisted for 12 days, starting at 101.1°F and now reaching 104.6°F. I am experiencing a severe headache at the front of my head and significant pain in my lower right abdomen. The weakness is completely debilitating, and I have no desire to eat. Additionally, I have been feeling confused at times, and around the ninth day, small pink spots appeared on my stomach."
Typhoid,"For 13 days, my temperature has been climbing, starting at 100.7°F and reaching 103.9°F. Along with this high fever, I have had moments of confusion and completely debilitating weakness. I have a severe, pounding headache in the front of my head and zero desire to eat. My abdomen is extremely tender, particularly on the lower right side. Initially I was severely constipated, but for the last two days, I have had persistent loose stools."
Typhoid,"For a full week, I have had a fever that started at 100.1°F and has risen to 102.6°F. I have a headache settled in the front of my head and my abdomen feels tender. I am unusually tired and have no desire to eat at all. Furthermore, I have not been able to pass a stool for three days."
Typhoid,"For a full week, I have presented with a fever that started at 100°F and has risen to 102.5°F. My forehead is persistently pounding, and I am experiencing pain and noticeable tenderness in my lower abdomen. I have extreme fatigue and absolutely no appetite. While I was initially constipated, my stools have been loose since yesterday."
Typhoid,"For a week, my temperature has been rising, starting at 100°F and reaching 102.4°F. I have a constant headache located in my forehead and have completely lost my appetite. The weakness is so severe I can barely get out of bed. While there is general tenderness in my abdomen, it is not severe. I have also observed that my pulse seems slower than expected given the level of my fever."
Typhoid,"For a week, my temperature has slowly increased, initially measuring 99.7°F and registering 102.6°F this morning. I have a persistent headache located in my forehead and behind my eyes. My lower abdomen is aching and uncomfortable. I feel constantly tired and have very little appetite. Additionally, it has been five days since my last bowel movement."
Typhoid,"For eight days, my temperature has increased daily, going from 100°F to 103.3°F. I have a severe headache pressing on my forehead along with cramps and tenderness in my lower abdomen. The exhaustion is extreme and I have no appetite at all. After being constipated for the first four days, I transitioned to having loose bowel movements."
Typhoid,"For eleven days, my temperature has been rising, going from 100°F to 104.2°F. I am suffering from a severe frontal headache and my abdomen, especially the lower right side, is extremely tender. I have absolutely no appetite and am too weak to move. For the past six days, I have been unable to have a bowel movement. I am also starting to feel mentally muddled."
Typhoid,"For eleven days, I have had a continuous fever that started at 100.5°F and has risen to 104.1°F. My head feels crushed from the front, and I have significant tenderness and cramping in my lower abdomen. I have no interest in food and am weak enough to be bedridden. Around day nine, light pink spots appeared on my belly."
Typhoid,"For more than eight days, I have sustained a high temperature that progressed from 101.2°F to 103.4°F. I have a pounding headache across my forehead and my lower abdomen is very tender. I have no appetite and am too exhausted to move. Since the fifth day, my bowel movements have been watery."
Typhoid,"For nine consecutive days, I have had a sustained fever that climbed from 99.5°F to 103.6°F. I am suffering from a relentless frontal headache alongside significant pain and noticeable tenderness in my lower abdominal area. The fatigue is extreme and I have completely lost my desire for food. After being constipated initially, I started having diarrhea on the sixth day."
Typhoid,"For nine days, I have had a fever that steadily risen from 99.8°F to 103.6°F. A severe, pounding headache persists in my frontal region. The lower part of my abdomen is painful and very tender. I am completely exhausted and my appetite has disappeared. After being severely constipated for the first five days, I am now having diarrhea."
Typhoid,"For nine days, my temperature has been climbing, starting at 100.9°F and reaching 103.8°F. I have a constant dull ache in the front of my head and cramping pain in my abdomen. I am too weak to stand or walk and cannot eat anything at all. For the first week I was constipated, but that changed to persistent loose stools on day seven."
Typhoid,"For nine days, I have had a fever that started at 100°F and is now up to 103°F. I have a continuous, throbbing headache in my forehead and my appetite is nonexistent. The fatigue is overwhelming. I am experiencing cramps in my lower abdomen, and after a period of constipation, I have had loose stools for the last four days."
Typhoid,"For nine days, my temperature has been increasing, starting at 100.5°F and now holding steady at 104°F. I have a persistent headache in the front of my head and aching in my abdomen, particularly on the lower right side. I am exhausted and my appetite has been gone for more than a week. Since day six, I have been having watery stools."
Typhoid,"For nine days, my temperature has been rising, starting at 99.9°F and reaching 103.5°F. The weakness is overwhelming. I have a deep ache in my lower abdomen and a constant, dull pain behind my eyes and forehead. I have no appetite and feel nauseous at the thought of food. I was very constipated at first, but for the last two days, I have had watery diarrhea."
Typhoid,"Patient reports a 7-day history of progressive pyrexia, initiating at 100.5°F and rising to 102.8°F. Associated symptoms include a persistent frontal headache and significant tenderness in the lower abdomen. Patient exhibits marked fatigue affecting daily activities and reports a near-total loss of appetite. Bowel habits have been characterized by constipation, with no movement for the past four days."
Typhoid,"The patient presents with a fever of seven days' duration, escalating from 100.1°F to 102.8°F. This is accompanied by a persistent, pounding frontal headache and noticeable tenderness in the lower abdomen. Clinical presentation includes profound exhaustion and weakness, resulting in functional impairment, alongside a significant loss of appetite. The patient reports a history of constipation during the first four days of illness."
Typhoid,"Patient describes a seven-day progression of fever, increasing from 99.8°F to 102.4°F. Accompanying symptoms include retro-orbital pain and distinct tenderness in the lower abdomen upon palpation. The patient reports extreme fatigue and a complete loss of appetite since the second day of illness. Bowel patterns indicate constipation throughout the entire duration. Notable neurological changes include confusion and disorientation, specifically mistaking family members' names."
Typhoid,"The patient reports a gradual onset of fever over seven days, starting at 99.5°F and currently reaching 102.4°F. A persistent frontal headache is present, along with mild tenderness and discomfort in the lower abdomen. Fatigue is noted but does not fully inhibit daily activities. Nutritional intake is significantly reduced due to decreased appetite, and the patient has experienced constipation for the last three days."
Typhoid,"Patient presents with a six-day history of steadily rising temperature, beginning at 99.8°F and currently measuring 101.8°F. A continuous frontal headache and increased lethargy are reported. The patient describes a decrease in appetite and slight discomfort in the lower abdomen, though functional capacity remains largely intact."
Typhoid,"The patient reports a ten-day illness characterized by a persistent fever, rising from an initial 100.4 to 103.9. Associated symptoms include a sensation of crushing pressure in the frontal region and intensifying abdominal pain localized to the right lower quadrant. Weakness is profound, requiring assistance for standing. The patient reports a complete loss of appetite for the past five days. Bowel habits transitioned from initial constipation to watery stools starting on the seventh day."
